,Age,Fishing Experience,Province,Fishing Role,Experience as Head of Communities,Fishing Duration,Number of Experience with Disaster,Level of Interaction with Disaster,Wn-1,Wn-10,Wn-11,Wn-12,Wn-13,Wn-14,Wn-15,Wn-16,Wn-17,Wn-2,Wn-3,Wn-4,Wn-5,Wn-6,Wn-7,Wn-8,Wn-9,Number of LIK Combination,Usage Duration,Frequency of Usage (min) (in month),Frequency of Usage (max) (in month),Average Frequency of Usage (in month),Action Anticipation (Respon based on LIK codes)
705,43,16,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,17,4.0,5.0,"4,5",Wn-2: Be careful
706,43,16,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,17,4.0,5.0,"4,5",Wn-7: No action
707,43,16,1,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,17,4.0,5.0,"4,5",Wn-8: Stay alert/retrieve fishing gear
717,43,18,1,2,0,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
718,43,18,1,2,0,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,3.0,3.0,3,Wn-3: Adjust fishing time
720,43,18,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,1.0,2.0,"1,5",Wn-1: Stay alert/retrieve fishing gear
721,43,18,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,18,1.0,2.0,"1,5",Wn-2: Be careful
725,43,18,1,2,0,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,18,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
726,43,18,1,2,0,3,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,18,3.0,3.0,3,Wn-3: Adjust fishing time
728,43,18,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,2.0,2.0,2,Wn-1: Adjust fishing time
729,43,18,1,1,0,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,18,2.0,2.0,2,Wn-2: Stay alert/retrieve fishing gear
731,43,18,1,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,3.0,4.0,"3,5",Wn-1: Stay alert/retrieve fishing gear
732,43,18,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,19,3.0,4.0,"3,5",Wn-2: Be careful
735,43,21,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,21,2.0,2.0,2,Wn-8: Adjust fishing time
736,43,21,1,1,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2.0,2.0,2,Wn-10: Be careful
749,44,17,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5.0,5.0,5,Wn-1: Stay alert/retrieve fishing gear
750,44,17,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,17,5.0,5.0,5,Wn-2: Be careful
751,44,17,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,17,5.0,5.0,5,Wn-3: Repair boat
754,44,18,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,18,1.0,2.0,"1,5",Wn-2: Be careful
755,44,18,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,18,1.0,2.0,"1,5",Wn-4: Stay alert/retrieve fishing gear
759,44,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,19,3.0,3.0,3,Wn-2: No action
760,44,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,3.0,3.0,3,Wn-8: Stay alert/retrieve fishing gear
762,44,19,1,1,0,3,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,2.0,2.0,2,Wn-3: Adjust fishing time
763,44,19,1,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19,5.0,5.0,5,Wn-4: Stay alert/retrieve fishing gear
765,44,19,1,2,0,3,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19,3.0,3.0,3,Wn-3: Adjust fishing time
766,44,19,1,2,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,1.0,1.0,1,Wn-5: Be careful
768,44,19,1,2,0,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,19,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
769,44,19,1,2,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,19,3.0,3.0,3,Wn-4: Be careful
771,44,19,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,2.0,2.0,2,Wn-1: Adjust fishing time
772,44,19,1,1,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,19,2.0,2.0,2,Wn-6: Be careful
774,44,19,1,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,19,8.0,12.0,10,Wn-3: Adjust fishing time
775,44,19,1,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,19,8.0,12.0,10,Wn-5: Move away from beach
776,44,19,1,2,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,19,8.0,12.0,10,Wn-6: Repair boat
782,44,21,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,4.0,5.0,"4,5",Wn-1: Stay alert/retrieve fishing gear
783,44,21,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21,4.0,5.0,"4,5",Wn-2: Be careful
787,44,21,1,1,0,1,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,16.0,20.0,18,Wn-12: Adjust fishing time
788,44,21,1,1,0,1,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,21,16.0,20.0,18,Wn-13: Repair boat
789,44,21,1,1,0,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,21,16.0,20.0,18,Wn-16: Be careful
792,45,10,1,2,0,1,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,15,16.0,20.0,18,Wn-2: Adjust fishing time
793,45,10,1,2,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,15,16.0,20.0,18,Wn-7: Repair boat
794,45,10,1,2,0,1,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,16.0,20.0,18,Wn-14: Be careful
813,45,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,18,4.0,4.0,4,Wn-7: No action
814,45,18,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,18,4.0,4.0,4,Wn-8: Stay alert/retrieve fishing gear
817,45,20,1,2,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1.0,1.0,1,Wn-1: Adjust fishing time
818,45,20,1,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,2.0,2.0,2,Wn-5: Be careful
819,45,20,1,2,0,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3.0,3.0,3,Wn-13: Stay alert/retrieve fishing gear
823,45,20,1,2,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,2.0,3.0,"2,5",Wn-1: Stay alert/retrieve fishing gear
824,45,20,1,2,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,2.0,3.0,"2,5",Wn2: Be careful
825,45,20,1,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1.0,2.0,"1,5",Wn-1: Stay alert/retrieve fishing gear
826,45,20,1,2,1,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,1.0,2.0,"1,5",Wn2: Be careful
830,45,20,1,1,0,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
831,45,20,1,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,4.0,4.0,4,Wn-4: Be careful
833,45,20,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2.0,2.0,2,Wn-1: Stay alert/retrieve fishing gear
834,45,20,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21,2.0,2.0,2,Wn-2: Be careful
841,45,21,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,22,3.0,4.0,"3,5",Wn-7: No action
842,45,21,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,22,3.0,4.0,"3,5",Wn-8: Stay alert/retrieve fishing gear
851,45,27,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,27,4.0,4.0,4,Wn-2: Be careful
852,45,27,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,27,4.0,4.0,4,Wn-4: Stay alert/retrieve fishing gear
856,46,19,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,2.0,3.0,"2,5",Wn-1: Stay alert/retrieve fishing gear
857,46,19,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,19,2.0,3.0,"2,5",Wn-2: Be careful
859,46,19,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20,3.0,3.0,3,Wn-7: Be careful
860,46,19,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,20,3.0,3.0,3,Wn-8: Stay alert/retrieve fishing gear
872,46,21,1,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,4.0,4.0,4,Wn-1: Stay alert/retrieve fishing gear
873,46,21,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21,4.0,4.0,4,Wn-2: Be careful
877,47,12,1,1,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,12,5.0,6.0,"5,5",Wn-4: Adjust fishing time
878,47,12,1,1,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,12,5.0,6.0,"5,5",Wn-7: Repair boat
879,47,12,1,1,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,5.0,6.0,"5,5",Wn-8: Be careful
892,47,17,1,3,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,17,16.0,20.0,18,Wn-8: Be careful
893,47,17,1,3,0,1,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,16.0,20.0,18,Wn-11: Adjust fishing time
894,47,17,1,3,0,1,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,17,16.0,20.0,18,Wn-13: No action
895,47,17,1,3,0,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,17,16.0,20.0,18,Wn-15: Be careful
897,47,17,1,1,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,5.0,7.0,6,Wn-9: Adjust fishing time
898,47,17,1,1,0,1,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5.0,7.0,6,Wn-10: Repair boat
899,47,17,1,1,0,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,17,5.0,7.0,6,Wn-14: Be careful
901,47,18,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,1.0,2.0,"1,5",Wn-1: Stay alert/retrieve fishing gear
902,47,18,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,18,1.0,2.0,"1,5",Wn-2: Be careful
903,47,18,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,18,1.0,2.0,"1,5",Wn7: No action
904,47,18,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2.0,2.0,2,Wn-1: Stay alert/retrieve fishing gear
905,47,18,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18,2.0,2.0,2,Wn-2: Be careful
906,47,18,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18,2.0,2.0,2,Wn7: No action
909,47,19,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,1.0,2.0,"1,5",Wn-1: Stay alert/retrieve fishing gear
910,47,19,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,20,1.0,2.0,"1,5",Wn-2: Be careful
911,47,19,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,20,1.0,2.0,"1,5",Wn-8: Stay alert/retrieve fishing gear
914,47,20,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,20,4.0,5.0,"4,5",Wn-2: No action
915,47,20,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,20,4.0,5.0,"4,5",Wn-7: Adjust fishing time
916,47,20,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,20,4.0,5.0,"4,5",Wn-8: Be careful
920,47,20,1,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2.0,3.0,"2,5",Wn-1: Stay alert/retrieve fishing gear
921,47,20,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21,2.0,3.0,"2,5",Wn-2: Be careful
925,47,24,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,5.0,5.0,5,Wn-1: Stay alert/retrieve fishing gear
926,47,24,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,24,5.0,5.0,5,Wn-7: Be careful
928,47,29,1,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,29,4.0,5.0,"4,5",Wn-3: Repair boat
929,47,29,1,1,0,1,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,4.0,5.0,"4,5",Wn-11: Be careful
931,47,30,1,2,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,30,20.0,32.0,26,Wn-3: Adjust fishing time
932,47,30,1,2,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,30,20.0,32.0,26,Wn-8: Be careful
933,47,30,1,2,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,20.0,32.0,26,Wn-11: Be careful
940,48,27,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,27,4.0,5.0,"4,5",Wn-2: Be careful
941,48,27,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,27,4.0,5.0,"4,5",Wn-3: Repair boat
942,48,27,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,27,4.0,5.0,"4,5",Wn-4: No action
944,49,18,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,19,1.0,2.0,"1,5",Wn-3: Be careful
945,49,18,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,1.0,2.0,"1,5",Wn-8: Stay alert/retrieve fishing gear
952,49,20,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,21,16.0,20.0,18,Wn-3: Adjust fishing time
953,49,20,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,21,16.0,20.0,18,Wn-8: Repair boat
954,49,20,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,21,16.0,20.0,18,Wn-9: Be careful
956,49,22,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,23,2.0,3.0,"2,5",Wn-2: Be careful
957,49,22,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,23,2.0,3.0,"2,5",Wn-4: Be careful
968,49,26,1,2,0,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16.0,20.0,18,Wn-1: Be careful
969,49,26,1,2,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,10,16.0,20.0,18,Wn-4: Adjust fishing time
970,49,26,1,2,0,1,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16.0,20.0,18,Wn-10: Be careful
971,49,29,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,29,3.0,3.0,3,Wn-7: Be careful
972,49,29,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,29,3.0,3.0,3,Wn-8: Stay alert/retrieve fishing gear
974,50,22,1,1,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,16.0,20.0,18,Wn-1: Adjust fishing time
975,50,22,1,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,23,16.0,20.0,18,Wn-6: Repair boat
976,50,22,1,1,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,16.0,20.0,18,Wn-10: Be careful
989,50,31,1,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,3.0,4.0,"3,5",Wn-1: Stay alert/retrieve fishing gear
990,50,31,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,31,3.0,4.0,"3,5",Wn-2: Be careful
993,51,19,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,1.0,2.0,"1,5",Wn-1: Stay alert/retrieve fishing gear
994,51,19,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,19,1.0,2.0,"1,5",Wn-2: Be careful
995,51,19,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,19,1.0,2.0,"1,5",Wn-8: Stay alert/retrieve fishing gear
999,51,23,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,23,3.0,3.0,3,Wn-4: No action
1000,51,23,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,23,3.0,3.0,3,Wn-7: Be careful
1001,51,23,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,23,3.0,3.0,3,Wn-8: Stay alert/retrieve fishing gear
1004,51,24,1,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,2.0,3.0,"2,5",Wn-1: No action
1005,51,24,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,24,2.0,3.0,"2,5",Wn-4: Adjust fishing time
1006,51,24,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,24,2.0,3.0,"2,5",Wn-7: Stay alert/retrieve fishing gear
1011,51,25,1,3,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,16.0,20.0,18,Wn-1: Adjust fishing time
1012,51,25,1,3,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,26,16.0,20.0,18,Wn-4: Repair boat
1013,51,25,1,3,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,26,16.0,20.0,18,Wn-7: Be careful
1015,51,29,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,29,2.0,2.0,2,Wn-8: Stay alert/retrieve fishing gear
1016,51,29,1,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,29,2.0,2.0,2,Wn-9: Repair boat
1017,51,29,1,1,0,1,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,29,2.0,2.0,2,Wn-13: No action
1025,51,32,1,3,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,20.0,24.0,22,Wn-1: Adjust fishing time
1026,51,32,1,3,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,32,20.0,24.0,22,Wn-6: Repair boat
