,Age,Fishing Experience,Province,Fishing Role,Experience as Head of Communities,Fishing Duration,Number of Experience with Disaster,Level of Interaction with Disaster,Wn-1,Wn-10,Wn-11,Wn-12,Wn-13,Wn-14,Wn-15,Wn-16,Wn-17,Wn-2,Wn-3,Wn-4,Wn-5,Wn-6,Wn-7,Wn-8,Wn-9,Number of LIK Combination,Usage Duration,Frequency of Usage (min) (in month),Frequency of Usage (max) (in month),Average Frequency of Usage (in month),Action Anticipation (Respon based on LIK codes)
1027,51,32,1,3,0,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,20.0,24.0,22,Wn-10: Be careful
1032,52,10,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,10,2.0,3.0,"2,5",Wn-7: Be careful
1033,52,10,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,10,2.0,3.0,"2,5",Wn-8: Stay alert/retrieve fishing gear
1042,52,25,1,2,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,16.0,20.0,18,Wn-1: Be careful
1043,52,25,1,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,25,16.0,20.0,18,Wn-4: Adjust fishing time
1044,52,25,1,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,25,16.0,20.0,18,Wn-7: No action
1045,52,25,1,2,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,16.0,20.0,18,Wn-10: Be careful
1047,52,27,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,6.0,7.0,"6,5",Wn-2: No action
1048,52,27,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,6.0,7.0,"6,5",Wn7: Adjust fishing time
1049,52,27,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,3.0,4.0,"3,5",Wn-2: No action
1050,52,27,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,3.0,4.0,"3,5",Wn7: Adjust fishing time
1054,52,28,1,2,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,2.0,3.0,"2,5",Wn-1: No action
1055,52,28,1,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,29,2.0,3.0,"2,5",Wn-3: Stay alert/retrieve fishing gear
1056,52,28,1,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,29,2.0,3.0,"2,5",Wn8: Be careful
1057,52,28,1,2,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1.0,2.0,"1,5",Wn-1: No action
1058,52,28,1,2,0,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29,1.0,2.0,"1,5",Wn-3: Stay alert/retrieve fishing gear
1059,52,28,1,2,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,29,1.0,2.0,"1,5",Wn8: Be careful
1063,52,30,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,30,2.0,3.0,"2,5",Wn-2: Be careful
1064,52,30,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,30,2.0,3.0,"2,5",Wn-4: No action
1068,53,17,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,17,3.0,3.0,3,Wn-2: Be careful
1069,53,17,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,17,3.0,3.0,3,Wn-4: No action
1073,53,26,1,3,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,16.0,20.0,18,Wn-1: Adjust fishing time
1074,53,26,1,3,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,26,16.0,20.0,18,Wn-4: Repair boat
1075,53,26,1,3,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,26,16.0,20.0,18,Wn-7: Be careful
1085,53,31,1,3,0,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,31,16.0,20.0,18,Wn-3: Adjust fishing time
1086,53,31,1,3,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,31,16.0,20.0,18,Wn-8: Repair boat
1087,53,31,1,3,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,16.0,20.0,18,Wn-12: Adjust fishing time
1088,54,21,1,1,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,3.0,4.0,"3,5",Wn-1: Stay alert/retrieve fishing gear
1089,54,21,1,1,0,1,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,21,3.0,4.0,"3,5",Wn-2: Be careful
1090,54,21,1,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,21,3.0,4.0,"3,5",Wn-3: Be careful
1100,54,26,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,3.0,4.0,"3,5",Wn-1: Stay alert/retrieve fishing gear
1101,54,26,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,26,3.0,4.0,"3,5",Wn-2: Be careful
1102,54,26,1,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,16.0,20.0,18,Wn-1: Adjust fishing time
1103,54,26,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,27,16.0,20.0,18,Wn-5: Repair boat
1104,54,26,1,2,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,16.0,20.0,18,Wn-11: Be careful
1114,55,29,1,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,16.0,20.0,18,Wn-1: Adjust fishing time
1115,55,29,1,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,30,16.0,20.0,18,Wn-6: Repair boat
1116,55,29,1,3,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,16.0,20.0,18,Wn-10: Be careful
1124,55,35,1,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,4.0,5.0,"4,5",Wn-1: Stay alert/retrieve fishing gear
1125,55,35,1,2,1,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,35,4.0,5.0,"4,5",Wn-2: Be careful
1126,55,35,1,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,35,4.0,5.0,"4,5",Wn-4: No action
1127,55,35,1,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,35,4.0,5.0,"4,5",Wn-7: Adjust fishing time
1140,56,27,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,27,16.0,20.0,18,Wn-3: Adjust fishing time
1141,56,27,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,27,16.0,20.0,18,Wn-8: Repair boat
1142,56,27,1,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,27,16.0,20.0,18,Wn-9: Be careful
1161,58,30,1,3,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,2.0,3.0,"2,5",Wn-1: No action
1162,58,30,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,30,2.0,3.0,"2,5",Wn-3: Stay alert/retrieve fishing gear
1163,58,30,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,30,2.0,3.0,"2,5",Wn8: Be careful
1164,58,30,1,3,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1.0,2.0,"1,5",Wn-1: No action
1165,58,30,1,3,0,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,1.0,2.0,"1,5",Wn-3: Stay alert/retrieve fishing gear
1166,58,30,1,3,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30,1.0,2.0,"1,5",Wn8: Be careful
1170,58,32,1,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,3.0,4.0,"3,5",Wn-1: Stay alert/retrieve fishing gear
1171,58,32,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,33,3.0,4.0,"3,5",Wn-2: Be careful
1185,59,38,1,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,3.0,4.0,"3,5",Wn-1: Stay alert/retrieve fishing gear
1186,59,38,1,3,1,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,38,3.0,4.0,"3,5",Wn-2: Be careful
1187,59,38,1,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,38,3.0,4.0,"3,5",Wn-4: No action
1188,59,38,1,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,38,3.0,4.0,"3,5",Wn-7: Adjust fishing time
1198,60,35,1,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,35,3.0,3.0,3,Wn-3: Be careful
1199,60,35,1,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,35,3.0,3.0,3,Wn-7: No action
1200,60,35,1,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,35,3.0,3.0,3,Wn-8: Stay alert/retrieve fishing gear
1204,60,35,1,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,2.0,3.0,"2,5",Wn-9: No action
1205,60,35,1,3,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,36,2.0,3.0,"2,5",Wn-13: No action
1210,62,43,1,3,0,1,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,16.0,20.0,18,Wn-11: Be careful
1216,45,20,1,2,0,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,4.0,4.0,4,Wn-2: Stay alert/retrieve fishing gear
1217,45,20,1,2,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20,4.0,4.0,4,Wn-7: Be careful
1220,45,23,1,2,0,3,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
1221,45,23,1,2,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,20,3.0,3.0,3,Wn-5: Be careful
1224,46,15,1,1,0,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,12,3.0,3.0,3,Wn-2: Be careful
1225,46,15,1,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,3.0,3.0,3,Wn-8: Be careful
1226,46,15,1,1,0,3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3.0,3.0,3,Wn-12: Be careful
1230,46,20,1,1,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,4.0,4.0,4,Wn-4: Stay alert/retrieve fishing gear
1231,46,20,1,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,1.0,1.0,1,Wn-5: Be careful
1234,46,20,1,3,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,3.0,3.0,3,Wn-2: siaga ditempat
1235,46,20,1,3,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,20,3.0,3.0,3,Wn-5: Be careful
1237,46,20,1,1,0,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
1238,46,20,1,1,0,3,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,20,3.0,3.0,3,Wn-13: Stay alert/retrieve fishing gear
1243,46,21,1,2,0,3,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
1244,46,21,1,2,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20,4.0,4.0,4,Wn-8: Be careful
1247,46,21,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,3.0,3.0,3,Wn-1: Adjust fishing time
1248,46,21,1,1,0,3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,21,3.0,3.0,3,Wn-13: Be careful
1250,47,20,1,1,0,3,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18,3.0,3.0,3,Wn-3: Be careful
1251,47,20,1,1,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,2.0,2.0,2,Wn-5: Be careful
1252,47,20,1,1,0,3,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,4.0,4.0,4,Wn-11: Be careful
1256,47,20,1,1,0,3,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
1257,47,20,1,1,0,3,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3.0,3.0,3,Wn-13: Be careful
1260,47,20,1,2,0,3,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,20,5.0,5.0,5,Wn-3: Adjust fishing time
1261,47,20,1,2,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,5.0,5.0,5,Wn-9: Be careful
1264,47,21,1,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,1.0,1.0,1,Wn-5: Be careful
1265,47,21,1,1,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,4.0,4.0,4,Wn-9: Adjust fishing time
1267,47,22,1,2,0,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,5.0,5.0,5,Wn-2: siaga ditempat
1268,47,22,1,2,0,3,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,20,5.0,5.0,5,Wn-13: Adjust fishing time
1270,47,22,1,2,0,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
1271,47,22,1,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20,3.0,3.0,3,Wn-7: Be careful
1274,47,25,1,1,0,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,2.0,2.0,2,Wn-1: Adjust fishing time
1275,47,25,1,1,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,21,2.0,2.0,2,Wn-6: Be careful
1277,48,13,1,1,0,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,3.0,3.0,3,Wn-1: Adjust fishing time
1278,48,13,1,1,0,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,18,3.0,3.0,3,Wn-3: Be careful
1280,48,16,1,1,0,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3.0,3.0,3,Wn-1: No action
1281,48,16,1,1,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,12,3.0,3.0,3,Wn-4: No action
1282,48,16,1,1,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,3.0,3.0,3,Wn-8: No action
1286,48,18,1,1,0,3,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,15,2.0,2.0,2,Wn-2: Be careful
1287,48,18,1,1,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,15,2.0,2.0,2,Wn-7: Be careful
1288,48,18,1,1,0,3,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2.0,2.0,2,Wn-10: Be careful
1289,48,18,1,1,0,3,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15,1.0,1.0,1,Wn- 17: Be careful
1294,48,21,1,3,1,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,21,3.0,3.0,3,Wn-7: Be careful
1295,48,21,1,3,1,3,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,21,3.0,3.0,3,Wn13: Adjust fishing time
1296,48,21,1,3,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,5.0,5.0,5,Wn-7: Be careful
1297,48,21,1,3,1,3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,5.0,5.0,5,Wn13: Adjust fishing time
1300,48,22,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,2.0,2.0,2,Wn-7: Stay alert/retrieve fishing gear
1301,48,22,1,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,4.0,4.0,4,Wn-9: Adjust fishing time
1306,48,22,1,2,0,3,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
1307,48,22,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,2.0,2.0,2,Wn-7: Be careful
1310,48,22,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,22,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
1311,48,22,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22,3.0,3.0,3,Wn-9: Adjust fishing time
1314,48,23,1,1,0,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,23,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
1315,48,23,1,1,0,3,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,23,3.0,3.0,3,Wn-13: Be careful
1318,49,16,1,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,2.0,2.0,2,Wn-9: Be careful
1319,49,16,1,1,0,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2.0,2.0,2,Wn-11: Be careful
1320,49,16,1,1,0,3,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2.0,2.0,2,Wn-13: Be careful
1323,49,22,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,20,2.0,2.0,2,Wn-5: Be careful
1324,49,22,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,20,2.0,2.0,2,Wn-7: Adjust fishing time
1328,49,23,1,1,0,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
1329,49,23,1,1,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,2.0,2.0,2,Wn-7: Adjust fishing time
1330,49,23,1,1,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,4.0,4.0,4,Wn-9: Be careful
1334,49,24,1,3,1,3,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24,3.0,3.0,3,Wn-2: Be careful
1335,49,24,1,3,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,2.0,2.0,2,Wn-7: Be careful
1338,49,24,1,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,20,3.0,3.0,3,Wn-4: Stay alert/retrieve fishing gear
1339,49,24,1,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,20,3.0,3.0,3,Wn-6: Be careful
1342,49,24,1,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,20,2.0,2.0,2,Wn-6: Adjust fishing time
1343,49,24,1,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,2.0,2.0,2,Wn-9: Adjust fishing time
1349,50,25,1,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,3.0,3.0,3,Wn-4: Stay alert/retrieve fishing gear
1350,50,25,1,1,1,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,2.0,2.0,2,Wn-6: Be careful
1352,50,25,1,3,0,3,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,3.0,3.0,3,Wn-2: Stay alert/retrieve fishing gear
1353,50,25,1,3,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20,4.0,4.0,4,Wn-8: Be careful
